"gene","title","rho","SD","AVG","Young_1","Young_2","Young_3","Young_4","Old_1","Old_2","Old_3"
"Sat1","spermidine/spermine N1-acetyltransferase 1",-0.79,0.565,8.044,8.419,8.369,8.655,8.129,7.773,8.017,6.944
"Sat2","spermidine/spermine N1-acetyltransferase family me",-0.305,0.865,2.654,1.557,3.546,4.043,2.583,2.344,2.508,1.994
"Sav1","salvador family WW domain containing protein 1",-0.301,0.639,2.128,2.456,2.106,2.881,1.782,1.044,2.766,1.861
"Saysd1","SAYSVFN motif domain containing 1",-0.739,0.483,6.312,6.862,6.383,6.764,6.317,6.252,6.229,5.375
"Sbds","SBDS ribosome maturation factor",0.641,0.429,6.188,5.723,6.398,6.221,5.458,6.438,6.488,6.586
"Sbf1","SET binding factor 1",-0.005,0.107,5.104,5.004,5.105,5.226,5.131,4.937,5.227,5.096
"Sbf2","SET binding factor 2",0.531,0.48,4.524,3.72,4.863,4.538,4.159,4.47,5.191,4.725
"Sbno1","strawberry notch homolog 1",-0.076,1.947,3.235,4.156,5.09,3.479,0.055,4.085,0.976,4.804
"Sbsn","suprabasin",0.355,0.576,0.666,0,0.177,1.208,0.889,0.347,1.572,0.47
"Sbspon","somatomedin B and thrombospondin type 1 domain con",-0.175,0.655,1.956,2.51,2.483,1.523,1.21,2.859,1.789,1.32
"Sc5d","sterol-C5-desaturase",0.173,0.221,5.657,5.632,5.748,5.839,5.262,5.489,5.907,5.72
"Scaf1","SR-related CTD associated factor 1",0.553,0.457,3.296,3.015,3.451,3.356,2.42,3.839,3.453,3.541
"Scaf11","SR-related CTD associated factor 11",0.563,1.479,3.081,3.719,0,2.686,3.393,4.543,3.985,3.238
"Scaf4","SR-related CTD associated factor 4",0.624,0.834,3.706,2.358,4.059,3.796,2.858,4.694,4.43,3.748
"Scaf8","SR-related CTD associated factor 8",0.75,0.259,4.306,4.041,4.302,4.261,3.985,4.606,4.272,4.676
"Scai","suppressor of cancer cell invasion",-0.491,0.734,3.687,3.586,4.918,3.706,3.383,3.589,4.127,2.498
"Scamp1","secretory carrier membrane protein 1",0.357,0.279,6.628,6.546,6.743,6.814,6.062,6.631,6.673,6.928
"Scamp2","secretory carrier membrane protein 2",0.622,0.576,5.676,5.805,5.621,4.72,5.152,6.038,5.965,6.429
"Scamp3","secretory carrier membrane protein 3",0.746,0.356,5.47,5.109,5.506,5.245,5.136,5.864,5.406,6.026
"Scamp5","secretory carrier membrane protein 5",-0.249,0.667,1.103,0.986,2.344,0.963,0.479,0.748,0.563,1.638
"Scand1","SCAN domain containing 1",-0.041,0.224,4.199,4.359,4.111,4.314,3.962,4.47,4.312,3.863
"Scap","SREBF chaperone",0.71,0.471,4.672,4.451,4.515,4.568,4.079,4.987,4.548,5.557
"Scara3","scavenger receptor class A member 3",0.71,1.046,2.046,2.027,1.318,0.162,2.008,2.963,2.694,3.152
"Scarb1","scavenger receptor class B member 1",0.769,0.352,9.254,8.995,9.283,9.012,8.804,9.439,9.388,9.857
"Scarb2","scavenger receptor class B member 2",-0.059,0.301,6.509,6.226,6.911,6.856,6.085,6.525,6.505,6.456
"Scarf1","scavenger receptor class F member 1",0.895,0.669,6.538,5.967,6.262,6.013,5.956,7.051,6.827,7.687
"Sccpdh","saccharopine dehydrogenase (putative)",-0.572,0.487,5.43,5.156,5.99,6.011,5.484,5.252,5.501,4.619
"Scd1",NA,0.552,0.551,4.103,3.803,4.223,4.104,3.109,4.642,4.762,4.081
"Scd2",NA,0.034,0.704,5.005,4.075,5.918,5.516,4.36,5.146,5.551,4.472
"Scfd1","sec1 family domain containing 1",0.029,0.344,5.529,5.369,5.89,5.896,4.895,5.518,5.486,5.651
"Scfd2","sec1 family domain containing 2",0.674,0.582,3.189,2.806,3.368,2.614,2.485,3.431,4.122,3.497
"Scg5","secretogranin V",-0.202,0.779,1.294,0.571,2.114,2.266,0.839,0.493,1.95,0.823
"Scgb3a1","secretoglobin family 3A member 1",-0.825,0.675,4.141,4.545,4.979,4.784,3.9,3.907,3.849,3.021
"Schip1","schwannomin interacting protein 1",0.071,0.254,5.17,5.124,5.423,5.343,4.648,5.264,5.258,5.134
"Sclt1","sodium channel and clathrin linker 1",-0.34,0.573,2.205,1.932,2.677,3.247,1.693,2.224,1.684,1.975
"Scly","selenocysteine lyase",0.38,0.239,2.331,1.969,2.318,2.289,2.485,2.382,2.722,2.153
"Scmh1","Scm polycomb group protein homolog 1",-0.421,0.311,4.728,4.801,5.095,5.07,4.352,4.304,4.765,4.712
"Scn1b","sodium voltage-gated channel beta subunit 1",0.08,0.9,0.676,2.19,0,0,0,0,1.396,1.147
"Scn2b","sodium voltage-gated channel beta subunit 2",0.482,0.434,1.618,1.498,1.828,1.601,0.731,1.952,1.688,2.028
"Scn3a","sodium voltage-gated channel alpha subunit 3",-0.355,0.588,1.087,0.856,1.818,1.313,0.839,1.356,1.429,0
"Scn3b","sodium voltage-gated channel beta subunit 3",-0.033,0.514,1.226,1.389,1.81,0.162,1.29,1.468,1.119,1.344
"Scn4b","sodium voltage-gated channel beta subunit 4",0.31,0.593,0.957,0.979,0.427,1.706,0.337,0.347,1.358,1.548
"Scn5a","sodium voltage-gated channel alpha subunit 5",0.393,0.368,4.878,4.698,4.83,5.216,4.384,4.515,5.197,5.308
"Scn7a","sodium voltage-gated channel alpha subunit 7",-0.377,0.662,1.48,1.258,2.863,1.286,1.129,0.77,1.505,1.546
"Scnm1","sodium channel modifier 1",0.248,0.28,4.548,4.505,4.776,4.647,3.95,4.559,4.722,4.678
"Scnn1a","sodium channel epithelial 1 subunit alpha",-0.258,0.666,0.553,0.217,1.103,1.652,0,0,0,0.9
"Scnn1b","sodium channel epithelial 1 subunit beta",-0.735,0.741,1.103,1.778,1.264,2.116,1.219,0,0.371,0.972
"Sco1","synthesis of cytochrome C oxidase 1",-0.132,0.408,3.745,3.817,3.762,3.734,3.94,3.732,2.937,4.294
"Sco2","synthesis of cytochrome C oxidase 2",0.365,0.493,3.48,3.961,2.602,3.492,3.238,3.87,3.926,3.272
"Scoc","short coiled-coil protein",0.271,0.333,6.173,5.604,6.449,6.495,5.895,6.208,6.453,6.107
"Scp2","sterol carrier protein 2",0.478,0.24,7.589,7.216,7.635,7.876,7.31,7.678,7.778,7.634
"Scpep1","serine carboxypeptidase 1",0.773,0.715,4.863,4.364,4.836,4.714,3.636,5.347,5.42,5.727
"Scrib","scribble planar cell polarity protein",0.191,0.553,2.005,1.065,2.591,2.555,1.611,1.85,1.998,2.363
"Scrn1","secernin 1",0.564,0.447,1.153,1.476,0.654,0.562,0.941,1.468,1.742,1.231
"Scrn2","secernin 2",-0.043,0.31,4.245,4.318,4.526,3.842,4.123,4.694,4.304,3.911
"Scrn3","secernin 3",-0.446,0.507,4.416,4.183,4.92,5.328,4.033,4.295,4.164,3.992
"Scube1","signal peptide, CUB domain and EGF like domain con",0.473,1.033,0.978,1.102,0,0,1.29,0,2.621,1.83
"Scyl1","SCY1 like pseudokinase 1",-0.158,1.11,2.32,1.934,2.968,2.926,2.315,0,3.107,2.992
"Scyl2","SCY1 like pseudokinase 2",0.245,0.361,4.04,4.048,4.425,3.723,3.492,3.907,4.466,4.223
"Scyl3","SCY1 like pseudokinase 3",0.852,0.569,3.717,3.437,3.524,3.199,2.975,4.276,4.359,4.248
"Sdad1","SDA1 domain containing 1",0.289,0.495,2.628,2.433,3.265,2.239,1.825,2.963,2.964,2.709
"Sdc1","syndecan 1",-0.574,0.666,4.363,3.946,5.26,5.272,4.344,3.57,4.246,3.902
"Sdc2","syndecan 2",-0.014,0.641,2.099,2.51,2.5,2.23,1.075,1.727,1.684,2.969
"Sdc3","syndecan 3",0.875,0.553,7.39,6.949,7.238,7.102,6.649,7.692,7.945,8.156
"Sdc4","syndecan 4",0.2,0.622,2.487,2.652,2.88,2.603,1.234,2.624,2.237,3.176
"Sdcbp","syndecan binding protein",-0.256,0.277,10.271,9.912,10.628,10.674,10.175,10.125,10.182,10.203
"Sdccag8","SHH signaling and ciliogenesis regulator SDCCAG8",-0.34,0.501,2.488,2.265,3.265,3.015,1.859,2.592,2.295,2.125
"Sde2","SDE2 telomere maintenance homolog",0.528,0.355,5.473,5.36,5.465,5.507,4.831,5.802,5.941,5.404
"Sdf2","stromal cell derived factor 2",-0.841,0.544,6.675,6.973,7.285,7.399,6.504,6.219,6.329,6.017
"Sdf2l1","stromal cell derived factor 2 like 1",-0.707,0.513,5.073,5.143,5.644,5.531,5.053,5.21,4.838,4.093
"Sdf4","stromal cell derived factor 4",0.538,0.236,8.401,8.178,8.499,8.516,7.965,8.579,8.573,8.497
"Sdha","succinate dehydrogenase complex flavoprotein subun",0.811,0.495,7.541,7.003,7.565,7.244,7.04,7.868,7.683,8.386
"Sdhaf1","succinate dehydrogenase complex assembly factor 1",-0.446,0.309,5.521,5.771,5.376,5.786,5.57,5.692,5.554,4.899
"Sdhaf2","succinate dehydrogenase complex assembly factor 2",0.27,0.593,0.808,0.99,0.762,0.431,0.497,1.131,0,1.848
"Sdhb","succinate dehydrogenase complex iron sulfur subuni",0.048,0.206,7.324,7.345,7.433,7.551,6.911,7.234,7.408,7.387
"Sdhc","succinate dehydrogenase complex subunit C",-0.199,0.28,7.074,7.08,7.437,7.098,6.705,7.265,7.233,6.7
"Sdhd","succinate dehydrogenase complex subunit D",-0.794,0.51,7.351,7.432,7.878,7.931,7.452,7.156,7.184,6.422
"Sdk2","sidekick cell adhesion molecule 2",0.98,0.499,0.751,0.223,0.386,0.461,0.348,1.278,1.247,1.311
"Sdr39u1","short chain dehydrogenase/reductase family 39U mem",0.207,0.394,5.224,4.873,5.334,5.61,4.789,5.386,5.748,4.827
"Sdr42e1","short chain dehydrogenase/reductase family 42E, me",0.188,0.766,1.035,0.979,0,1.706,1.437,1.238,0,1.885
"Sec1",NA,0.601,0.603,4.394,3.377,4.231,5.004,3.962,5.117,4.555,4.513
"Sec11a","SEC11 homolog A, signal peptidase complex subunit",-0.79,0.399,7.689,7.7,8.139,8.198,7.748,7.46,7.531,7.046
"Sec11c","SEC11 homolog C, signal peptidase complex subunit",-0.789,0.694,5.656,5.82,6.132,6.581,5.911,5.421,5.318,4.412
"Sec13","SEC13 homolog, nuclear pore and COPII coat complex",-0.478,0.348,7.85,7.692,8.068,8.511,7.747,7.695,7.812,7.423
"Sec14l1","SEC14 like lipid binding 1",0.709,0.551,6.734,6.757,6.494,6.464,5.856,7.033,6.901,7.63
"Sec16a","SEC16 homolog A, endoplasmic reticulum export fact",0.195,0.416,4.795,4.494,5.469,4.401,4.408,4.824,4.743,5.227
"Sec22a","SEC22 homolog A, vesicle trafficking protein",-0.68,0.461,6.387,6.357,6.877,7.005,6.322,6.097,6.413,5.635
"Sec22b","SEC22 homolog B, vesicle trafficking protein",-0.433,0.253,7.391,7.235,7.658,7.754,7.274,7.443,7.356,7.017
"Sec22c","SEC22 homolog C, vesicle trafficking protein",0.333,0.433,2.204,2.109,2.655,1.998,1.366,2.499,2.36,2.44
"Sec23a","Sec23 homolog A, COPII coat complex component",0.037,0.283,5.444,5.047,5.566,5.947,5.279,5.553,5.393,5.326
"Sec23b","SEC23 homolog B, COPII coat complex component",0.681,0.369,5.401,5.12,5.238,5.206,5.236,5.98,5.135,5.89
"Sec23ip","SEC23 interacting protein",0.567,0.38,4.586,4.435,4.572,4.754,3.861,4.839,4.583,5.061
"Sec24a","SEC24 homolog A, COPII coat complex component",-0.057,0.344,4.832,4.907,4.935,4.994,4.438,4.842,5.358,4.349
"Sec24b","SEC24 homolog B, COPII coat complex component",0.685,0.424,5.828,5.727,5.882,5.17,5.437,6.005,6.172,6.401
"Sec24c","SEC24 homolog C, COPII coat complex component",0.594,0.326,6.191,6.154,6.259,5.949,5.614,6.6,6.402,6.36
"Sec24d","SEC24 homolog D, COPII coat complex component",0.619,0.499,3.91,3.512,4.167,3.815,3.063,4.053,4.177,4.581
"Sec31a","SEC31 homolog A, COPII coat complex component",0.699,0.5,5.354,4.826,5.476,5.399,4.536,5.536,5.894,5.811
"Sec31b","SEC31 homolog B, COPII coat complex component",-0.854,0.406,0.672,0.72,1.318,0.674,1.036,0.347,0.476,0.133
"Sec61a1","SEC61 translocon subunit alpha 1",0.478,0.371,7.546,7.105,7.929,7.525,6.99,7.599,7.792,7.882
"Sec61a2","SEC61 translocon subunit alpha 2",-0.178,0.448,3.839,4.293,3.886,3.971,3.232,4.183,4.113,3.193
"Sec61b","SEC61 translocon subunit beta",-0.869,0.688,7.156,7.628,7.844,7.78,7.188,6.85,6.91,5.892
"Sec61g","SEC61 translocon subunit gamma",-0.794,0.665,5.568,6.155,5.77,5.967,6.029,5.183,5.624,4.246
"Sec62","SEC62 homolog, preprotein translocation factor",0.878,0.2,7.155,6.917,7.073,7.114,6.932,7.391,7.397,7.259
"Sec63","SEC63 homolog, protein translocation regulator",0.045,0.65,4.349,3.903,4.861,5.177,3.34,4.838,3.987,4.335
"Secisbp2","SECIS binding protein 2",0.396,0.284,3.277,3.527,2.848,3.295,3.086,3.106,3.669,3.409
"Secisbp2l","SECIS binding protein 2 like",-0.16,0.464,4.961,4.473,5.465,5.635,4.569,4.716,5.192,4.68
"Seh1l","SEH1 like nucleoporin",-0.064,0.255,6.074,6.042,6.421,6.094,5.651,6.228,6.218,5.861
"Sel1l","SEL1L adaptor subunit of ERAD E3 ubiquitin ligase",0.879,0.63,5.75,5.176,5.08,6.071,5.035,6.073,6.294,6.519
"Sele","selectin E",0.065,0.571,0.574,0,0.427,1.539,0.609,0,0.334,1.107
"Selenbp1","selenium binding protein 1",0.937,0.929,3.207,1.908,2.871,2.527,2.705,4.056,4.236,4.149
"Selp","selectin P",-0.033,1.209,4.049,1.969,5.403,5.185,4.267,3.278,3.546,4.696
"Sema3a","semaphorin 3A",-0.206,0.654,1.1,0.38,2.431,0.675,1.167,1.021,1.203,0.823
"Sema3b","semaphorin 3B",0.279,0.955,0.858,0,1.952,0.162,0,2.305,1.119,0.47
"Sema3f","semaphorin 3F",0.062,0.52,3.29,2.904,4.054,3.46,2.451,3.634,3.393,3.136
"Sema3g","semaphorin 3G",0.357,0.431,4.145,3.852,4.583,4.2,3.35,4.233,4.216,4.579
"Sema4b","semaphorin 4B",0.286,0.783,0.939,0,2.119,0,0.68,0.942,1.435,1.399
"Sema4c","semaphorin 4C",-0.066,0.321,3.798,4.076,4.054,3.755,3.172,4.068,3.759,3.703
"Sema4d","semaphorin 4D",-0.617,0.44,0.66,1.018,1.423,0.333,0.498,0.733,0.127,0.486
"Sema5a","semaphorin 5A",-0.332,0.608,1.157,0.727,2.164,1.176,1.253,0.19,1.162,1.429
"Sema6a","semaphorin 6A",0.698,0.428,6.601,6.284,6.723,6.405,5.971,6.684,6.848,7.295
"Sema6b","semaphorin 6B",0.103,0.28,3.383,3.022,3.655,3.636,3.108,3.467,3.639,3.152
"Sema6d","semaphorin 6D",0.017,0.554,5.371,4.979,5.944,5.985,4.601,4.896,5.413,5.778
"Sema7a","semaphorin 7A (John Milton Hagen blood group)",0.467,0.516,6.737,5.982,7.281,6.727,6.115,6.796,7.256,7.002
"Senp1","SUMO specific peptidase 1",0.309,0.238,4.355,4.173,4.645,4.275,4.051,4.347,4.293,4.704
"Senp2","SUMO specific peptidase 2",0.322,0.647,2.662,2.56,2.874,2.546,1.966,2.977,1.912,3.8
"Senp3","SUMO specific peptidase 3",-0.029,0.27,4.907,4.922,5.085,4.998,4.52,5.247,5.017,4.561
"Senp5","SUMO specific peptidase 5",0.572,0.739,0.84,0.32,0,1.616,0.302,1.844,0.453,1.344
"Senp6","SUMO specific peptidase 6",0.366,0.32,3.203,3.133,2.893,3.295,3.254,2.717,3.513,3.615
"Senp7","SUMO specific peptidase 7",0.654,0.52,3.358,2.903,3.517,2.686,3.149,3.813,3.258,4.18
"Senp8","SUMO peptidase family member, NEDD8 specific",-0.458,0.768,0.917,2.063,1.833,0.256,0.178,0.29,0.855,0.941
"Sephs1","selenophosphate synthetase 1",0.549,0.695,4.574,3.26,4.989,4.667,4.187,4.789,5.463,4.663
"Sephs2","selenophosphate synthetase 2",0.195,0.516,5.595,4.816,5.963,6.228,5.098,5.942,5.766,5.35
"Sepsecs","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tR",0.097,0.821,3.826,3.567,4.318,4.746,2.266,4.032,4.369,3.485
"Serac1","serine active site containing 1",0.493,0.867,1.361,1.418,0.667,0.309,1.443,1.629,3.017,1.043
"Serbp1","SERPINE1 mRNA binding protein 1",-0.682,0.509,5.374,5.492,5.988,6.074,5.009,5.096,5.25,4.706
"Serf1",NA,-0.759,0.512,1.466,1.635,1.807,2.172,1.554,0.947,1.489,0.657
"Serf2","small EDRK-rich factor 2",-0.775,0.425,8.662,9.053,8.942,9.05,8.569,8.609,8.575,7.836
"Sergef","secretion regulating guanine nucleotide exchange f",0.424,0.348,5.218,4.974,5.461,5.293,4.654,5.112,5.301,5.734
"Serhl","serine hydrolase like (pseudogene)",0.043,0.232,5.264,5.196,5.496,5.35,4.895,5.258,5.564,5.091
"Serinc1","serine incorporator 1",0.217,0.245,8.97,8.734,9.102,9.311,8.607,8.864,9.056,9.115
"Serinc3","serine incorporator 3",0.739,0.405,10.534,9.991,10.667,10.493,10.025,10.697,10.754,11.113
"Serinc5","serine incorporator 5",0.546,0.53,4.563,3.752,5.01,4.667,3.861,4.824,4.845,4.981
"Serp1","stress associated endoplasmic reticulum protein 1",-0.808,0.487,8.147,8.232,8.657,8.857,8.153,7.744,7.882,7.501
"Serpina1d",NA,0.919,0.555,0.494,0.257,0,0,0,0.86,1.239,1.105
"Serpina3n",NA,0.313,0.648,0.519,0,1.25,0,0,1.153,0,1.231
"Serpinb1a",NA,-0.705,0.557,5.883,5.872,6.674,6.598,5.658,5.295,5.765,5.321
"Serpinb6a",NA,-0.589,0.442,8.362,8.368,8.831,9.067,8.023,8.082,8.307,7.853
"Serpinb6b",NA,0.585,0.693,2.04,1.389,1.024,2.983,1.806,2.687,2.121,2.274
"Serpinb8","serpin family B member 8",-0.433,0.684,1.859,1.778,2.294,3.112,1.294,1.997,1.194,1.345
"Serpinb9","serpin family B member 9",-0.632,0.331,7.689,7.586,8.181,8.133,7.526,7.591,7.465,7.339
"Serpinc1","serpin family C member 1",-0.163,0.504,1.868,1.7,2.289,2.45,1.284,1.369,2.415,1.572
"Serpine2","serpin family E member 2",0.502,0.489,3.182,3.107,2.928,3.363,2.652,2.859,3.208,4.155
"Serpinf1","serpin family F member 1",-0.064,0.69,2.409,2.027,3.001,2.87,2.008,2.42,1.282,3.257
"Serping1","serpin family G member 1",0.763,1.146,3.587,3.022,3.364,2.916,2.143,3.826,4.089,5.747
"Serpinh1","serpin family H member 1",-0.771,0.626,6.281,6.272,7.251,6.988,6.193,5.868,5.533,5.866
"Serpini1","serpin family I member 1",-0.175,0.488,2.469,2.519,3.404,1.859,2.062,2.39,2.528,2.522
"Sertad1","SERTA domain containing 1",0.018,0.415,6.791,7.2,6.799,6.825,6.088,7.051,7.176,6.398
"Sertad2","SERTA domain containing 2",0.847,0.363,6.452,6.201,6.379,6.172,5.963,6.883,6.786,6.78
"Sertad3","SERTA domain containing 3",-0.336,0.542,6.008,6.057,6.454,6.493,5.445,6.196,6.332,5.075
"Sertad4","SERTA domain containing 4",-0.146,0.756,0.748,1.297,1.504,0,0,0.748,1.684,0
"Sesn1","sestrin 1",0.629,0.382,7.267,6.603,7.371,7.162,7.136,7.643,7.763,7.189
"Sesn2","sestrin 2",0.528,0.568,2.012,1.969,1.103,2.402,1.859,1.538,2.604,2.609
"Sestd1","SEC14 and spectrin domain containing 1",-0.001,0.748,3.577,2.51,4.623,3.877,3.35,2.885,4.285,3.51
"Set","SET nuclear proto-oncogene",-0.138,0.314,5.728,5.424,6.153,5.873,5.521,5.958,5.869,5.299
"Setd1a","SET domain containing 1A, histone lysine methyltra",0.58,0.295,2.747,2.772,2.801,2.435,2.266,2.963,3.096,2.896
"Setd1b","SET domain containing 1B, histone lysine methyltra",0.552,0.474,2.767,2.291,3.105,2.528,2.27,2.563,3.114,3.501
"Setd2","SET domain containing 2, histone lysine methyltran",0.504,0.637,1.93,1.34,2.408,1.089,1.555,2.889,2.231,1.997
"Setd3","SET domain containing 3, actin histidine methyltra",0.267,0.427,5.864,5.504,6.15,6.155,5.194,6.017,6.387,5.64
"Setd4","SET domain containing 4",-0.402,0.251,1.836,1.645,2.218,1.998,1.78,1.687,2.021,1.503
"Setd5","SET domain containing 5",-0.38,0.478,4.657,4.292,5.483,5.06,4.415,4.101,4.521,4.727
"Setd6","SET domain containing 6, protein lysine methyltran",0.446,0.75,2.627,2.084,3.427,2.23,1.366,3.237,2.958,3.088
"Setd7","SET domain containing 7, histone lysine methyltran",0.58,0.502,3.51,3.668,3.351,3.375,2.601,3.573,3.748,4.256
"Setdb1","SET domain bifurcated histone lysine methyltransfe",0.087,0.588,3.698,2.861,4.533,3.582,3.624,3.255,4.374,3.66
"Setdb2","SET domain bifurcated histone lysine methyltransfe",0.309,0.446,3.503,2.871,3.694,3.842,3.193,3.485,4.195,3.243
"Setmar","SET domain and mariner transposase fusion gene",-0.582,0.612,2.646,3.527,3.041,2.402,2.485,1.947,3.161,1.958
"Setx","senataxin",-0.534,0.522,4.862,4.759,5.851,5.217,4.461,4.344,4.564,4.839
"Sez6","seizure related 6 homolog",0.698,1.196,4.42,4.67,3.574,2.435,3.848,5.375,5.843,5.197
"Sez6l2","seizure related 6 homolog like 2",0.406,0.4,1.94,1.557,2.294,1.706,1.506,2.305,2.464,1.751
"Sf1","splicing factor 1",0.934,0.571,5.572,4.906,5.157,5.524,5.058,6.193,5.796,6.373
"Sf3a1","splicing factor 3a subunit 1",0.689,0.37,5.041,4.688,5.152,4.938,4.544,4.981,5.415,5.572
"Sf3a2","splicing factor 3a subunit 2",0.966,0.571,3.54,3.146,2.751,3.448,3.124,4.077,3.966,4.268
"Sf3a3","splicing factor 3a subunit 3",0.522,0.455,5.166,4.614,5.392,5.236,4.727,4.845,5.492,5.859
"Sf3b2","splicing factor 3b subunit 2",0.902,0.678,5.47,4.912,5.157,5.183,4.605,6.157,5.856,6.418
"Sf3b3","splicing factor 3b subunit 3",0.861,0.538,5.569,5.075,5.234,5.477,5.097,5.545,6.013,6.544
"Sf3b4","splicing factor 3b subunit 4",0.909,0.599,4.991,4.642,4.663,4.48,4.335,5.519,5.437,5.859
"Sf3b5","splicing factor 3b subunit 5",-0.253,0.312,5.649,5.446,6.015,5.985,5.361,5.926,5.5,5.312
"Sf3b6","splicing factor 3b subunit 6",0.136,0.187,8.523,8.523,8.593,8.689,8.153,8.567,8.697,8.435
"Sfi1","SFI1 centrin binding protein",-0.584,0.792,2.81,2.843,3.769,3.53,2.627,1.404,3.139,2.358
"Sfmbt1","Scm like with four mbt domains 1",0.376,0.469,2.798,2.403,3.237,2.916,2.025,2.722,2.896,3.385
"Sfn","stratifin",0.4,0.456,0.744,0.721,0.157,0.965,0.729,1.062,0.177,1.398
"Sfpq","splicing factor proline and glutamine rich",0.12,0.253,5.28,4.88,5.43,5.642,5.189,5.077,5.319,5.42
"Sfr1","SWI5 dependent homologous recombination repair pro",0.671,0.437,5.73,5.451,5.661,5.917,4.927,5.828,6.135,6.191
"Sfrp5","secreted frizzled related protein 5",0.388,1.107,1.717,2.426,2.036,0,0.337,2.717,1.85,2.653
"Sfswap","splicing factor SWAP",0.207,0.966,1.164,1.182,1.859,0,0.771,0,1.823,2.51
"Sft2d1","SFT2 domain containing 1",-0.843,0.403,6.894,7.195,7.251,7.16,6.987,6.677,6.888,6.101
"Sft2d2","SFT2 domain containing 2",0.181,0.303,6.89,6.581,7.085,7.217,6.489,6.895,7.24,6.721
"Sft2d3","SFT2 domain containing 3",0.592,0.444,5.605,5.004,5.896,5.311,5.24,5.93,6.246,5.609
"Sfxn1","sideroflexin 1",0.039,0.396,3.713,3.68,4.222,3.649,3.016,4.031,3.91,3.485
"Sfxn2","sideroflexin 2",0.2,0.779,2.352,2.057,3.172,1.965,1.25,3.292,2.929,1.799
"Sfxn3","sideroflexin 3",0.43,0.411,6.277,5.998,6.595,6.364,5.46,6.525,6.521,6.476
"Sfxn4","sideroflexin 4",0.298,0.459,3.364,3.012,2.868,4.273,3.127,3.376,3.446,3.446
"Sfxn5","sideroflexin 5",0.438,0.397,0.933,1.297,0.71,0.562,0.479,1.209,0.777,1.5
"Sgca","sarcoglycan alpha",0.291,0.785,0.835,0.217,2.036,0,0,0.965,1.282,1.344
"Sgcb","sarcoglycan beta",0.501,0.362,4.081,3.868,3.84,4.598,3.525,4.114,4.294,4.325
"Sgce","sarcoglycan epsilon",0.753,0.548,5.595,4.81,5.741,5.579,4.877,5.983,6.177,5.996
"Sgcg","sarcoglycan gamma",0.112,0.491,0.5,1.093,0.157,0.162,0.178,1.319,0.334,0.254
"Sgip1","SH3GL interacting endocytic adaptor 1",-0.856,0.179,5.725,5.98,5.777,5.846,5.786,5.463,5.685,5.538
"Sgk1","serum/glucocorticoid regulated kinase 1",-0.279,0.406,9.613,10.232,9.767,9.74,8.938,9.38,9.452,9.782
"Sgk3","serum/glucocorticoid regulated kinase family membe",-0.765,0.607,5.355,5.375,6.128,6.209,5.231,4.874,5.046,4.619
"Sgms1","sphingomyelin synthase 1",0.381,0.579,7.825,8.003,7.806,7.846,6.887,7.713,7.665,8.855
"Sgms2","sphingomyelin synthase 2",0.013,0.71,1.296,1.862,1.412,1.735,0,0.636,1.851,1.574
"Sgpl1","sphingosine-1-phosphate lyase 1",0.343,0.409,4.849,4.741,5.05,4.932,4.068,5.422,4.818,4.909
"Sgpp1","sphingosine-1-phosphate phosphatase 1",-0.416,0.419,4.353,4.153,4.78,4.714,4.287,4.212,4.713,3.614
"Sgpp2","sphingosine-1-phosphate phosphatase 2",0.775,0.543,1.208,0.408,1.105,0.846,1.168,1.18,2.093,1.655
"Sgsh","N-sulfoglucosamine sulfohydrolase",0.724,0.884,2.956,2.029,2.982,2.974,1.809,3.681,2.858,4.361
"Sgsm1","small G protein signaling modulator 1",-0.192,0.453,1.136,1.199,1.687,0.821,0.961,0.493,1.746,1.041
"Sgsm2","small G protein signaling modulator 2",0.29,0.623,0.992,1.476,0.157,1.208,0.48,1.997,0.723,0.9
"Sgsm3","small G protein signaling modulator 3",0.796,0.35,3.614,3.079,3.628,3.363,3.488,4.067,3.654,4.016
"Sgta","small glutamine rich tetratricopeptide repeat cont",0.528,1.707,3.762,0,4.412,4.299,4.021,3.865,5.081,4.657
"Sgtb","small glutamine rich tetratricopeptide repeat cont",0.417,0.56,2.193,1.557,1.995,3.067,1.633,1.947,2.634,2.515
"Sh2b1","SH2B adaptor protein 1",-0.065,0.819,0.59,1.189,0.869,0,0,2.073,0,0
"Sh2b3","SH2B adaptor protein 3",0.873,0.574,6.224,5.584,6.071,6.169,5.467,6.567,6.691,7.02
"Sh2d3c","SH2 domain containing 3C",0.711,0.528,7.623,7.463,7.678,7.202,6.768,7.885,8.037,8.327
"Sh3bgrl","SH3 domain binding glutamate rich protein like",-0.322,0.474,7.934,7.625,8.547,8.646,7.443,7.648,7.91,7.722
"Sh3bgrl2","SH3 domain binding glutamate rich protein like 2",-0.469,0.343,5.172,5.182,5.621,5.639,4.756,4.878,5.034,5.096
"Sh3bgrl3","SH3 domain binding glutamate rich protein like 3",0.846,0.157,8.357,8.287,8.256,8.204,8.207,8.545,8.572,8.429
"Sh3bp1","SH3 domain binding protein 1",0.725,0.738,0.72,0.217,0,0,1.038,1.646,0.448,1.693
"Sh3bp2","SH3 domain binding protein 2",-0.026,0.474,0.791,1.199,0.157,0.447,1.383,1.153,0.833,0.366
"Sh3bp4","SH3 domain binding protein 4",0.962,0.426,5.712,5.136,5.469,5.531,5.437,6.099,6.004,6.308
